Titlu,Pret_EUR,Pret_Raw,Link,Descriere_Completa,Descriere_Preview
"Apartament 2 cam, decomandat, de vanzare in zona Bucium - Lidl",115000.0,115 000 €,https://www.storia.ro/ro/oferta/apartament-2-cam-decomandat-de-vanzare-in-zona-bucium-lidl-IDGqu4,"Apartament 2 camere decomandat – Bucium, zona Lidl
Vă propunem spre vânzare un apartament cu 2 camere decomandat, situat la etajul 1 din 3, într-o zonă foarte căutată din Bucium – în apropiere de Lidl.
Cu o suprafață de 58 mp, apartamentul este compartimentat eficient și oferă un spațiu generos, luminos și bine organizat. Se vinde complet mobilat și utilat, fiind pregătit pentru mutare imediată – ideal atât pentru locuit, cât și pentru investiție.
Zonă liniștită, cu acces facil către oraș
Magazine și facilități în imediata apropiere
Etaj intermediar – confort termic și costuri reduse
Preț: 115.000 euro
Pentru mai multe detalii sunați la numărul de telefon al consilierului imobiliar Vlad Ababei - 0742.320.303
Cod ofertă: 9903","Adăugat acum 5 zile | ... | ... | ... | 1 | / | 6 | 115 000 € | 1983 €/m² | Apartament 2 cam, decomandat, de vanzare in zona Bucium - Lidl | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 58 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Apartament 2 camere decomandat &ndash; Bucium, zona LidlV&#259; propunem spre v&acirc;nzare un apartament cu 2 camere decomandat, situat la etajul 1 din 3, &icirc;ntr-o zon&#259; foarte c&#259;utat&#2... | IMPERIA IMOBILIARE | Agenție imobiliară"
Apartament 2 camere Decomandat – Bloc nou – Dacia,123400.0,123 400 €,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-bloc-nou-dacia-IDGqtW,"Preț:123.400 Euro (Parcare si TVA inclus)
Suprafață: 55 mp
Etaj: P/7
Apartament luminos, bine compartimentat, situat într-o zonă liniștită din cartierul Dacia, aproape de stații, magazine și școli. Locuința este ideală pentru un cuplu sau o familie tânără, având acces rapid către Bulevardul Dacia, Moara de Foc și zona Alexandru cel Bun. Blocul este îngrijit, cu vecini civilizați și spații verzi în apropiere.
Dacă acest apartament nu e în zona dorită, contactează-mă pentru alte opțiuni în oraș.","Adăugat acum 5 zile | ... | ... | ... | ... | ... | 1 | / | 8 | 123 400 € | 2244 €/m² | Apartament 2 camere Decomandat – Bloc nou – Dacia | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 55 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Preț:123.400 Euro (Parcare si TVA inclus)Suprafață: 55 mpEtaj: P/7Apartament luminos, bine compartimentat, situat într-o zonă liniștită din cartierul Dacia, aproape de stații, magazine și școli. Locui... | ZDA | Agenție imobiliară"
Apartament 4 camere Mircea cel Batran,109000.0,109 000 €,https://www.storia.ro/ro/oferta/apartament-4-camere-mircea-cel-batran-IDGqtP,"Vă propun spre vânzare un apartament cu 4 camere semi-decomandat, situat într-o zonă accesibilă și bine conectată a orașului, ideal pentru o familie sau pentru investiție.
Caracteristici generale:
– Suprafață totală: 64 mp
– Compartimentare: 4 camere (3 dormitoare)
– Etaj: 2 din 4
– Bloc construit în 1978, pe plăci
– Apartamentul se vinde mobilat și utilat complet, exact cum este prezentat în poze
Dotări și finisaje:
– Centrală termică proprie nouă, în condensare, montată anul trecut
– Tâmplărie exterioară PVC
– Uși interioare MDF A+
– Parchet pentru trafic intens
– Panouri decorative din granit și piatră naturală
– Bucătărie complet mobilată și utilată
Imobil:
– Scară de bloc recent renovată
– Tâmplărie schimbată
– Var proaspăt
– Interfon nou
Localizare și acces:
Zona este una foarte bine poziționată, cu acces rapid către multiple puncte de interes ale orașului. În apropiere se află parcuri, grădinițe, școli, magazine, supermarketuri și mijloace de transport în comun, cu legături facile către Alexandru cel Bun, Galata, Nicolina, Podu de Piatră, Podu Roș, Gara.
O proprietate bine întreținută, complet echipată și gata de mutare, potrivită atât pentru locuit, cât și pentru investiție.","Adăugat acum 5 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 19 | 109 000 € | 1787 €/m² | Apartament 4 camere Mircea cel Batran | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 61 m² | Etaj | etajul 2 | Vezi descrierea anunțului | V&#259; propun spre v&acirc;nzare un apartament cu 4 camere semi-decomandat, situat &icirc;ntr-o zon&#259; accesibil&#259; &#537;i bine conectat&#259; a ora&#537;ului, ideal pentru o familie sau pentr... | Capital Home | Agenție imobiliară"
"Apartament 1 camera 69.808E Galata - sos. Voinesti, RATE DEZVOLTATOR",69808.0,69 808 €,https://www.storia.ro/ro/oferta/apartament-1-camera-69-808e-galata-sos-voinesti-rate-dezvoltator-IDGqtN,"RATE la DEZVOLTATOR, avans 50% iar diferenta de 50 % ( plus dobanda pentru sistem rate) se poate achita peste 5 ani ( daca doriti sa cumparati in rate pe o perioada de 5 ani). Apartament 1 camera etaj 4 decomandat, 43.63 mp, 69.808 Euro, PREDARE toamna 2026, Iasi, zona Galata - sos. Voinesti
COMISION 0%!
Apartamentul se preda la cheie, dotat cu usa metalica la intrare, centrala termica proprie, tamplarie exterioara PVC tripan, usi moderne la interior, gresie, faianta parchet, obiecte sanitare in baie, racordat la toate utilitatile, contorizare individuala.
Blocul in care este situat apartamentul are regim de inaltime D+P+4E+M, va fi prevazut cu lift, structura pe cadre de beton si pereti din caramida, iar la exterior anvelopat cu polistiren de 100 mm.
MODALITATI DE PLATA :
--69.808 euro / TVA 21% INCLUS, pentru plata integral la antecontract,
- 74.171 euro / TVA 21% INCLUS, pentru plata unui avans de 20% la antecontract, CREDIT sau Plata in rate direct la dezvoltator ( Avans minim 50%), FARA BANCA SAU ADEVERINTA DE VENIT, cu plata in rate pe o perioada de maxim 5 ani!
La pretul prezentat mai sus se adauga si un loc de parcare suprateran (pret 8.000 euro) sau subteran (pret 10.000 euro) Proiectul va cuprinde un total de 7 blocuri (3 blocuri D+P+4E+M si 4 blocuri D+P+3E+M, prevazute cu lift).","Adăugat acum 5 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 12 | 69 808 € | 1587 €/m² | Apartament 1 camera 69.808E Galata - sos. Voinesti, RATE DEZVOLTATOR | Strada Voinesti, Nicolina 1, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 44 m² | Etaj | etajul 4 | Vezi descrierea anunțului | RATE la DEZVOLTATOR, avans 50% iar diferenta de 50 % ( plus dobanda pentru sistem rate) se poate achita peste 5 ani ( daca doriti sa cumparati in rate pe o perioada de 5 ani). Apartament 1 camera etaj... | IURASCU IMOBILIARE | Agenție imobiliară"
Apartament de vanzare Iasi 2 camere zona Tudor Vladimirescu,76000.0,76 000 €,https://www.storia.ro/ro/oferta/apartament-de-vanzare-iasi-2-camere-zona-tudor-vladimirescu-IDGpX0,"Apartament cu 2 camere nedecomandat, situat în zona Tudor Vladimirescu, ideal pentru locuit sau investiție.

Imobilul dispune de următoarele avantaje:

-centrală termică proprie

-aer condiționat

-geamuri termopan

-uși interioare schimbate

-ușă metalică la intrare

Apartamentul este liber, cu disponibilitate imediată.

Preț: 76000 euro. Nu se accepta credit

Contact: 0743.928.736 Mihaela Tehutu","Adăugat acum 6 zile | ... | ... | ... | ... | 1 | / | 7 | 76 000 € | 1462 €/m² | Apartament de vanzare Iasi 2 camere zona Tudor Vladimirescu | Tudor Vladimirescu, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 52 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Apartament cu 2 camere nedecomandat, situat în zona Tudor Vladimirescu, ideal pentru locuit sau investiție.

Imobilul dispune de următoarele avantaje:

-centrală termică proprie

-aer condiționat

-ge... | Reactualizat | New Concept Imobiliare | Agenție imobiliară"
"Apartament 2 camere CD, Tatarasi, et. intermediar - 91.000euro",91000.0,91 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-cd-tatarasi-et-intermediar-91-000euro-IDGqsF,"Apartament 2 camere decomandat – Tătărași, Str. Vasile Lupu – 40 mp – Etaj 7/10 – Boxă inclusă


Vă propunem spre vânzare un apartament cu 2 camere, decomandat, situat în cartierul Tătărași, pe strada Vasile Lupu la etajul 7 din 10.


 Suprafață totală: 40 mp


36 mp suprafață utilă


4 mp balcon închis


Apartamentul este poziționat la strada principală, la doar 1 minut de stația de tramvai Flora (FLUX), oferind acces rapid către toate zonele orașului.


Compartimentare:

Living

Dormitor

Bucătărie separată

Baie

Hol

Balcon închis

(Pentru detalii privind compartimentarea, regăsiți schița în galeria foto.)


Dotări și îmbunătățiri:

Tâmplărie PVC

Balcon închis cu PVC

Ușă metalică

Gresie, faianță, obiecte sanitare schimbate


Se vinde complet mobilat și utilat (frigider, aragaz, mobilier etc.)


Apartamentul a fost renovat în urmă cu câțiva ani și necesită doar reîmprospătare prin văruire. Blocul este izolat exterior, ceea ce asigură un confort termic ridicat pe timpul iernii și costuri reduse la întreținere.


 Se acceptă atât plata cash, cât și prin credit bancar.

 Se vinde împreună cu boxă la subsol (subsol curat și uscat).

 Apartamentul va fi liber începând cu data de 01.05.2026, este momentan în chirie.


Pentru mai multe detalii sau programarea unei vizionări, vă stau la dispoziție.","Adăugat acum 5 zile | ... | ... | ... | ... | ... | 1 | / | 8 | 91 000 € | 2528 €/m² | Apartament 2 camere CD, Tatarasi, et. intermediar - 91.000euro | Tatarasi Sud, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 36 m² | Etaj | etajul 7 | Vezi descrierea anunțului | Apartament 2 camere decomandat – Tătărași, Str. Vasile Lupu – 40 mp – Etaj 7/10 – Boxă inclusă

Vă propunem spre vânzare un apartament cu 2 camere, decomandat, situat în cartierul Tătărași, pe strad... | Stil Imobil | Agenție imobiliară"
Persoana fizica.Apartament 3 camere. Podu Ros. Palas.,115000.0,115 000 €,https://www.storia.ro/ro/oferta/persoana-fizica-apartament-3-camere-podu-ros-palas-IDG6qp,"Persoană fizică,
Vând apartament situat in Podu Ros, în imediata apropiere a stației CTP Podu Ros 1. Apartamentul este compus din 3 camere, semidecomandat, situat la etajul 4/4. Terasa blocului a fost reabilitată integral în anul 2025, de către o firmă autorizată, lucrarea fiind garantată pentru următorii 25 de ani. Blocul nu se află pe lista imobilelor cu risc seismic, deci imobilul este eligibil pentru finanțare prin intermediul instituțiilor bancare. Scara este îngrijită, iar vecinii iniștiți. Apartamentul are unele îmbunătățiri, este îngrijit și perfect locuibil, însă poate fi renovat conform cerințelor actuale. Dotări: usă metalică, centrală termică, Aer Condiționat, geamuri termopan, geam la baie, balcon în suprafață de 4,1 m2, si un spațiu de depozitare (debara) de 1,3 m2. Cele 3 dormitoare au parchet din lemn într-o stare foarte bună, protejat de mochetă.
Zona în care se află apartamentul/blocul este extrem de bună, cu acces rapid la necesitățile curente, precum și la principalele puncte de interes ale orașului (Palas Mall, Campus Palas, Palatul Culturii, Pietonal Stefan cel Mare, Dedeman etc). Blocul este situat in prima linie la bulevarul Tutora, de curand reabilitat și reamenajat de către Primaria Iasi), însă faptul ca vederea este pe spate asigura un confort fonic sporit. statie CTP -PODU ROS 1. Cea mai apropiata - tramvai nr 7 (Canta) și nr. 13 (Copou) - Universitatea Al. Ioan Cuza - autobuze 29, 801, 802, 802b;
Statie CTP - PODU ROS 2 si PODU ROS 3, cea din urmă cu următoarele conexiuni: - tramvai 9 (Nicolina) - autobuze 23,23b,28,41,47,501,501b
- blocul este situat in imediata vecinatate a Scolii Otilia Cazimir.
Apartamentul se vinde MOBILAT SI UTILAT după cum va putea observa la vizionare:
- dormitorul mare (pat dublu, birou, dulap haine)
- dormitor mic (canapea extensibila, birou, dulap haine, biblioteca)
- living (canapea extensebila, dulap haine, birou, 2 comode)
- bucatarie (mobilata pe ambele parti sus/jos, aragaz+cuptor, frigider)
- masina de spalat
- rafturi depozitare in debara si in balcon.

Motivul vanzării: relocarea investiției.
Pentru detalii si informații suplimentare vă rog să mă contactați - cu cei adevarat interesați sigur putem ajunge la un acord. !!!","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 15 | 115 000 € | 1917 €/m² | Persoana fizica.Apartament 3 camere. Podu Ros. Palas. | Bulevardul Tutora, Tesatura, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | etajul 4 | Vezi descrierea anunțului | Persoană fizică,Vând apartament situat in Podu Ros, în imediata apropiere a stației CTP Podu Ros 1. Apartamentul este compus din 3 camere, semidecomandat, situat la etajul 4/4. Terasa blocului a fost ... | Reactualizat | Proprietar"
Ap. 3 camere CD- 71mp - Mircea cel Batran - et. intermediar - 125.500e,125500.0,125 500 €,https://www.storia.ro/ro/oferta/ap-3-camere-cd-71mp-mircea-cel-batran-et-intermediar-125-500e-IDGqrX,"Apartament 3 camere decomandat – 71 mp – Etaj 6/10 – Zona Mircea cel Bătrân


Vă propunem spre vânzare un apartament spațios cu 3 camere, situat la etajul 6 din 10, în zona Mircea cel Bătrân – una dintre cele mai accesibile și bine conectate zone ale orașului.


 Suprafață totală: 71 mp

 Compartimentare: decomandat – ideal pentru o familie sau pentru cei care își doresc un spațiu bine organizat și funcțional. Balcon închis cu o dimesiune de 3,40mp.


Dotări și avantaje:


 Centrală termică proprie – confort sporit și control eficient al costurilor

 Tâmplărie PVC cu geam termopan – izolație termică și fonică bună

 Parchet, gresie și faianță în stare foarte bună

 Ușă metalică la intrare – siguranță sporită

 Izolație termică și fonică excelentă

 Boxă la subsol – spațiu suplimentar pentru depozitare


Apartamentul este luminos, bine întreținut și oferă un nivel ridicat de confort, fiind potrivit atât pentru locuință proprie, cât și ca investiție (se pretează foarte bine pentru închiriere).


Zona oferă acces rapid către mijloace de transport, școli, magazine, farmacii și alte facilități urbane esențiale.


Pentru informații suplimentare sau programarea unei vizionări, vă stăm cu drag la dispoziție.","Adăugat acum 5 zile | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 15 | 125 500 € | 1782 €/m² | Ap. 3 camere CD- 71mp - Mircea cel Batran - et. intermediar - 125.500e | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 70.41 m² | Etaj | etajul 6 | Vezi descrierea anunțului | Apartament 3 camere decomandat – 71 mp – Etaj 6/10 – Zona Mircea cel Bătrân

Vă propunem spre vânzare un apartament spațios cu 3 camere, situat la etajul 6 din 10, în zona Mircea cel Bătrân – una di... | Stil Imobil | Agenție imobiliară"
"Apartament 3 camere, decomandat,  59mp, etaj 2, Nicolina",135000.0,135 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-59mp-etaj-2-nicolina-IDGqrz,"Blitz vă propune spre vânzare un apartament cu 3 camere, situat în zona Nicolina, o zonă bine conectată a Iașului, cu acces rapid către principalele puncte de interes ale orașului. Palas Mall se află la doar 7 minute cu mașina (2,9 km), ceea ce face proprietatea potrivită atât pentru locuire, cât și pentru investiție.

AVANTAJE
• Zonă bine cotată, cu acces facil către Centru
• Acces rapid către Palas Mall – 7 minute / 2,9 km
• Etaj intermediar
• Apartament renovat
• Compartimentare practică
• Potrivit pentru locuit sau investiție

CARACTERISTICI
• 3 camere decomandate
• Suprafață utilă: 55,6 mp
• Balcon: 3,2 mp
• Suprafață totală: 58,8 mp
• Etaj 2/4
• Centrală termică proprie

Vă așteptăm la vizionare pentru a descoperi avantajele acestui apartament și potențialul său.

Cod ofertă / ID BLITZ: P162268","Adăugat acum 5 zile | ... | ... | ... | ... | 1 | / | 7 | 135 000 € | 2428 €/m² | Apartament 3 camere, decomandat,  59mp, etaj 2, Nicolina | Nicolina 1, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 55.6 m² | Etaj | etajul 2 | Vezi descrierea anunțului | Blitz vă propune spre vânzare un apartament cu 3 camere, situat în zona Nicolina, o zonă bine conectată a Iașului, cu acces rapid către principalele puncte de interes ale orașului. Palas Mall se află ... | BLITZ | Agenție imobiliară"
"Etaj 1! Garsoniera 21mp cu CT, Podu Ros",38900.0,38 900 €,https://www.storia.ro/ro/oferta/etaj-1-garsoniera-21mp-cu-ct-podu-ros-IDGqql,"Cod Oferta: PG89054
Compania Imobiliara PREMIER Grup va propune spre vanzare o garsoniera, situata intr-un bloc neincadrat la risc seismic, din zona Podu Ros.
Imobilul, cu suprafata de 21mp, pozitionat pe etaj intermediar (1/4) are la interior urmatoarele imbunatatiri: centrala termica, gresie, faianta, usa metalica la intrare, tamplarie PVC cu geam termopan.
Proprietatea se vinde mobilata si utilata, precum in fotografii la pretul de 38.900 euro negociabil. 
Documentatia pentru perfectarea vanzarii este pregatita, inclusiv certificatul energetic.
Pentru vizionari sau orice alte informatii va stam la dispozitie telefonic.
Cod Oferta: PG89054","Adăugat acum 5 zile | ... | ... | ... | ... | 1 | / | 7 | 38 900 € | 1852 €/m² | Etaj 1! Garsoniera 21mp cu CT, Podu Ros | Podu Ros, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 21 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Cod Oferta: PG89054Compania Imobiliara PREMIER Grup va propune spre vanzare o garsoniera, situata intr-un bloc neincadrat la risc seismic, din zona Podu Ros.Imobilul, cu suprafata de 21mp, pozitionat ... | PREMIER Grup Imobiliare | Agenție imobiliară"
"Apartament 1 camera  de vanzare  Tatarasi,",63500.0,63 500 €,https://www.storia.ro/ro/oferta/apartament-1-camera-de-vanzare-tatarasi-IDGqpq,"Apartament cu 1 cameră decomandat  – Tatarasi
Vă propunem spre vânzare un apartament superb cu 1 cameră, situat la etajul 8 10, într-un bloc fara risc seismic, cu 38 mp totali utili.
Ideal atât pentru locuit, cât și pentru investiție (chirie rapidă și sigură).Apartamentul este in momentul de fata inchiriat, se poate prealua cu tot cu chiriasii astfel avem mai multe variante de plata pe care le putem discuta.
 Avantaje:
 Mobilat și utilat complet, exact ca în poze
 Mobilier făcut la comandă
 Centrală termică proprie + aer condiționat
 Living spațios + baie modernă
 Geamuri termopan de calitate foarte buna
Avantaje: 
? Locuinta  confortabila
? Investiție cu randament foarte bun
 Pentru detalii sau programări la vizionare, contactați consilierul imobiliar dedicat ofertei.","Adăugat acum 5 zile | ... | ... | ... | ... | ... | ... | ... | 1 | / | 10 | 63 500 € | 1924 €/m² | Apartament 1 camera  de vanzare  Tatarasi, | Tatarasi Nord, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 33 m² | Etaj | etajul 8 | Vezi descrierea anunțului | Apartament cu 1 camer&#259; decomandat  &ndash; TatarasiV&#259; propunem spre v&acirc;nzare un apartament superb cu 1 camer&#259;, situat la etajul 8 10, &icirc;ntr-un bloc fara risc seismic, cu 38 mp... | FIDELIA CASA ALEXANDRU SRL | Agenție imobiliară"
Apartament 41 mp | 1350 €/mp cu parcare inclusă | Predare 12 luni,51250.0,51 250 €,https://www.storia.ro/ro/oferta/apartament-41-mp-1350-mp-cu-parcare-inclus-predare-12-luni-IDEZg0,"Locație: Visan, Str. Grigore Sturdza, Nr. 22A
Suprafață utilă: 41 mp | Etaj 2 | Compartimentare: Decomandat
Predare: în 8 luni
Prețuri & oferte:1.250 €/mp – la plată integrală1.500 €/mp – pentru credit / rate direct la dezvoltator
Plan de plată flexibil.
Dotări incluse:Centrală termică + calorifereTâmplărie PVC cu geam termopanGresie, faianță, parchet, uși interioareBaie complet utilatăPereți finisați, vopsiți în albContoare individuale pentru utilități
Contactează-ne pentru vizionare și detalii complete.","... | ... | ... | 1 | / | 6 | 51 250 € | 1250 €/m² | Apartament 41 mp | 1350 €/mp cu parcare inclusă | Predare 12 luni | Bucium, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 41 m² | Etaj | etajul 2 | Reactualizat | Proprietar | Contact"
Apartament 4 camere - bloc nou - Cug - Selgros,197900.0,197 900 €,https://www.storia.ro/ro/oferta/apartament-4-camere-bloc-nou-cug-selgros-IDGqom,"START Vanzari cel mai nou proiect - zona Cug - Selgros


Apartament 4camere total decomandat bucatarie inchisa 2bai - 103mp - Pret plata cash 142.450E + TVA.


Proiectul  are un regim de înălțime S+P+8E și cuprinde 17 tipuri de apartamente cu suprafețe și compartimentări diferite însumând un total de 118 apartamente.


La acest nou proiect ne concentrăm pe confortul și siguranța locatarilor noștri motiv pentru care fiecare apartament este gândit cu atenție și inginerie de vârf pentru a te bucura de un trai modern și confortabil într-un spațiu care îți va fi cu adevărat ACASĂ.


Beneficiile de a locui in acest nou proiect nu se opresc aici. Vom amenaja spații verzi și locuri de joacă pentru copii în ideea de a oferi un cadru plăcut și sigur pentru timpul petrecut în aer liber.


Stilul elegant al arhitecturei exterioare se completează perfect cu spațiile generoase și luminoase din interior!


Designul de interior este inedit cu tavane extensibile de tip Barrisol care nu numai că arată impresionant ci sunt și impermeabile și ușor de întreținut. În plus apartamentele sunt concepute astfel încât să beneficieze de lumina naturală din plin având spații vitrate generoase.


Pentru a vă permite să vă personalizați locuința vă punem la dispoziție o gamă variată de finisaje interioare astfel încât să puteți alege ceea ce se potrivește cel mai bine gusturilor și preferințelor dvs.


Dotari si finisaje: tavane elegante tip Barrisol; balustrade din sticlă securizată la balcoane; tâmplărie PVC 6 camere tripan; 2 ascensoare de ultimă generație; aparat de aer condiționat; centrală termică în condensare; băi echipate cu obiecte sanitare; gresie faianță parchet uși interior calitate superioară; casa scării amenajată în stil modern: pardoseli gresie balustrade metalice.


Facilități complex: loc de joacă pentru copii spații verzi acces securizat supraveghere video video interfon iluminat exterior sistem de parcare subterană și supraterană spații comerciale la parter.","Adăugat acum 5 zile | ... | ... | ... | ... | ... | ... | 1 | / | 9 | 197 900 € | 1921 €/m² | Apartament 4 camere - bloc nou - Cug - Selgros | CUG, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 103 m² | Etaj | etajul 4 | Vezi descrierea anunțului | START Vanzari cel mai nou proiect - zona Cug - Selgros

Apartament 4camere total decomandat bucatarie inchisa 2bai - 103mp - Pret plata cash 142.450E + TVA.

Proiectul  are un regim de înălțime S+... | Stil Imobil | Agenție imobiliară"
Apartament 51 mp | Direct dezvoltator | 1250 €/mp | TVA inclus,63750.0,63 750 €,https://www.storia.ro/ro/oferta/apartament-51-mp-direct-dezvoltator-1250-mp-tva-inclus-IDF2Sc,"Apartament 2 Camere, Visan, langa Mega Image, Iasi
Suprafata utila: 51 mp
Compartimentare: Decomandat
Stadiu: In constructie, finalizare estimata in 2026
Avantaje:
Potrivit pentru tineri la inceput de drum
O alegere sigura pentru investitori, cu randament bun
Ideal pentru cei care prefera intretinere redusa si spatiu eficient
Oferte speciale
Preturi promotionale cu bonus pentru primele 10 apartamente.
Modalitati de plata:
Varianta 1: Plata integrala - 1.250 €/mp
Varianta 2: Plata in transe pana la finalizare - 1.500 €/mp
Optiune: 50% la antecontract si 50% la finalizare
Varianta 3: Rate direct la dezvoltator, pana la 48 de luni
Avans minim 25%, rata de la 990 €/luna
Varianta 4: Credit bancar cu avans de 20% - 1.500 €/mp
TVA INCLUS
Comision 0% - cumparare directa de la dezvoltator.
Dotari incluse:
Centrala termica proprie
Calorifere montate
Tamplarie PVC cu geam termopan
Gresie, faianta si parchet de calitate
Usi interioare montate
Baie complet utilata
Pereti finisati, vopsiti in alb
Contoare individuale pentru toate utilitatile
Bloc in constructie, cu predare in toamna anului 2026.
Pentru vizionari, contacteaza-ne acum.","... | ... | ... | 1 | / | 6 | 63 750 € | 1250 €/m² | Apartament 51 mp | Direct dezvoltator | 1250 €/mp | TVA inclus | Bucium, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 51 m² | Etaj | etajul 2 | Reactualizat | Proprietar | Contact"
"Apartament 2 camere, decomandat, 2 balcoane, Pacurari, Iasi",155000.0,155 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-2-balcoane-pacurari-iasi-IDGqmt,"Apartament 2 camere, decomandat, mobilat si utilat, 2 balcoane, incalzire in pardoseala, Pacurari, Iasi
Evo Imobiliare va propune spre vanzare un apartament premium, complet mobilat si utilat.
Apartamentul este situat intr-un imobil modern, finalizat in 2020, intr-o zona aflata in plina dezvoltare, cu vedere directa catre noul Mall Moldova.
Locuinta este decomandata, finisajele si dotarile sunt atent alese, din gama premium. 
Compartimentare
 2 camere
 bucatarie
 balcon
 terasa + balcon
 hol
 baie
 
 Suprafata 63 mp
 
   Cladire cu certificat energetic clasa A
 Pereti din caramida Porotherm
 Tamplarie Vekka, tripan, 7 camere
 Parchet Egger 12 mm
 Incalzire in pardoseala Tece, cu termostat individual in fiecare camera
 Mobila si corpuri de iluminat Mobexpert
Dotari si facilitati imobil
 Acces securizat cu videointerfon
 Fiecare scara dispune de 2 lifturi Kleeman
 Imobil modern, bine intretinut
 Etaj: 4 din 11
Pentru programarea unei vizionari sau pentru mai multe detalii, va rugam sa ne contactati la 0775 296 558.
 
ID OFERTA  Apartamente de vanzare: 6542
Vezi aici: Apartamente de vanzare Iasi
Explorati aici: Apartamente Noi de Vanzare Iasi
Vezi oferte cu: Apartamente de inchiriat Iasi","Adăugat acum 5 zile | ... | ... | ... | ... | ... | ... | ... | 1 | / | 10 | 155 000 € | 2460 €/m² | Apartament 2 camere, decomandat, 2 balcoane, Pacurari, Iasi | Pacurari, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 63 m² | Etaj | etajul 4 | Vezi descrierea anunțului | Apartament 2 camere, decomandat, mobilat si utilat, 2 balcoane, incalzire in pardoseala, Pacurari, IasiEvo Imobiliare va propune spre vanzare un apartament premium, complet mobilat si utilat.Apartamen... | Evo Imobiliare | Agenție imobiliară"
2 camere Decomandat Bloc Nou,99000.0,99 000 €,https://www.storia.ro/ro/oferta/2-camere-decomandat-bloc-nou-IDGqk4,"Va propunem spre vanzare un apartament cu 2 de camere de aprox 52mp totali, situat intr-un bloc nou in Valea Adanca, la doar 5 minute de mers pe jos pana statia de autobuz. Apartamentul se vinde complet mobilat si utilat, ideal pentru mutare imediata sau investitie.

Se afla la etajul 3/3, cu pod, bloc izolat exterior, dotat cu centrala termica si aer conditionat. Se poate achizitiona optional boxa intabulata si loc de parcare.

Pentru vizionari: 0758 354 072","Adăugat acum 5 zile | ... | ... | ... | ... | 1 | / | 7 | 99 000 € | 1904 €/m² | 2 camere Decomandat Bloc Nou | Centru, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 52 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Va propunem spre vanzare un apartament cu 2 de camere de aprox 52mp totali, situat intr-un bloc nou in Valea Adanca, la doar 5 minute de mers pe jos pana statia de autobuz. Apartamentul se vinde compl... | Agenție imobiliară"
